X1	X2
-14.575755846392	22.8561486608051
14.0303132485163	1.54461327341523
-14.0764781666777	23.0083189292479
-7.11567427027406	22.3698369864959
9.26574479763164	43.0183103221571
-15.9299444478845	20.0474572313805
27.6666569085836	9.12326338932926
5.23676960890895	9.13766084499477
-7.44735865396656	-79.0295817222076
20.5380913138025	41.6843358539377
12.517618491944	29.9431987581857
22.1666133671129	39.2647968238001
23.1861393177151	15.9443362704242
14.7254058833437	10.3163458149594
22.5619096899119	3.26724518507412
-34.7805406998251	-66.2894995522799
22.0706635154889	2.35082440951836
28.8969866490779	11.8628922464809
-14.9866926927775	22.4062592808033
-43.8966133056542	-5.63885948827778
28.923518891562	12.0195170936172
-8.1558029971995	-60.7850063514245
19.2200331959196	24.5930493155669
-45.6599957684235	-5.22594900834471
25.4634578793345	14.887766964563
-5.49557349268995	-0.262193478267314
-34.7066477644695	-67.5728535149811
15.0384100842902	27.0030208092845
-9.90113303824986	3.3027649773469
27.3179838009858	5.5499094012371
5.49125330205129	15.9523527212006
0.177262261238698	21.1691285220694
16.9057136885465	-59.610701785762
50.8552695812488	-50.3147856001232
-3.82360816097133	18.7768805169276
19.8564178750476	39.9007141906482
16.158743629606	-24.1692006892271
-9.60337978395891	37.5654495375756
-12.1769283243936	-9.30394696518337
-11.558737009565	-15.2797326779298
16.9047204417139	27.2693734267709
40.2750951236367	14.7587552770068
-31.6900296491491	-62.4346656274082
8.71713413402523	23.2149380800411
25.6898955895724	17.7964904095553
-29.3758597228933	-60.2743108838317
-35.8211482688945	-65.1070177800438
13.2611934086795	-3.25224695153673
-2.83955072685293	36.9905913559381
-6.74890328530217	11.2685996857702
-43.9577139276287	-5.48087335209131
-12.0929279084715	-9.34247274416743
43.4513149849707	7.69642544871218
-32.3293933551927	-61.8858469601417
18.8474313093162	12.8748290783989
-3.81697817160968	18.7896525788112
-5.55454110104217	-0.23578831775205
-31.0244932650547	-4.1524961845214
-21.7056376210005	3.26716281892155
25.4323867067487	-1.78954664437374
8.11454021815784	10.0860979932464
-11.6569928816214	-12.15824644623
50.1026153178106	-48.664600829254
24.0374828707663	13.530676140956
39.455836526667	12.9816646331707
-23.6599062535776	0.276340553722432
10.4219718789096	-62.5969436132818
